#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.tree.Tree">
#                    <trait dateFormat="yyyy-M-dd" id="dateTrait.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.tree.TraitSet" traitname="date" value="KP696741-2010-06-10=2010-06-10,KP696746-2011-07-11=2011-07-11,KP696745-2011-07-11=2011-07-11,OK020087-2018-04-16=2018-04-16,KP696742-2010-06-10=2010-06-10,KP696743-2010-06-10=2010-06-10,KP696744-2011-07-11=2011-07-11,KP696747-2011-07-11=2011-07-11,OK067319-2018-02-26=2018-02-26">
#                        <taxa id="TaxonSet.Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" jeffreys="true" parameter="@bPopSizes.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="distribution">
#            <parameter id="clockRate.c:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.2" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.core.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.6" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="FrequenciesPrior.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="distribution">
#            <parameter id="gammaShape.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="kappa1Prior.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="distribution">
#            <parameter id="kappa1.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="distribution">
#            <parameter id="kappa2.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" id="treeLikelihood.Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" shape="@gammaShape.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" kappa1="@kappa1.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" kappa2="@kappa2.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies frequencies="@freqParameter.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" id="estimatedFreqs.s:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" id="StrictClock.c:Align_Madagascar_Pteropus_Subclade_RdRp_Extract_BEAST" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	kappa1	kappa2	gammaShape	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-2528.343111354674	-2422.315652695493	-106.02745865918067	-2422.315652695493	9.243036141471258	1.0	2.0	2.0	1.0	-47.53514354544221	380.0	380.0	380.0	380.0	380.0	2	2	2	1	1	0.25	0.25	0.25	0.25
10000	-1421.2573752177116	-1308.0166039863445	-113.24077123136695	-1308.0166039863445	14.948607531770428	0.9999998250035342	31.768178215609073	17.67501458511628	0.244633712046904	-47.56408021211975	380.0000754895979	380.0000817151483	380.00005299337863	380.0000621062766	380.0000069180214	2	1	3	1	1	0.2502629968908455	0.23894888311884838	0.2457968984635771	0.26499122152672894
20000	-1142.1497859899239	-1008.9524388476439	-133.19734714228005	-1008.9524388476439	1609.3609544933026	1.0002034937344535	2394.1596248802284	9.836791021063814	0.05218665995734567	-51.78865192659254	380.00008898157245	380.00006667447	380.0000030458115	380.0000354686283	380.00001159746824	2	1	2	2	1	0.24210500329109577	0.24154299994398012	0.24858123805939744	0.2677707587055266
30000	-1136.0447470491713	-1000.3891063557758	-135.65564069339553	-1000.3891063557758	113.02603872457405	1.0002030532263397	8782.757421523627	4.681233505374014	0.036535707297540944	-47.95894435599311	380.0036810226983	380.00358202710925	380.00815739270223	380.00222953332104	380.0108349835786	2	2	1	1	2	0.2525255326189126	0.24008691311962907	0.2441750022119804	0.2632125520494778
40000	-1119.02465631006	-981.041622865715	-137.9830334443449	-981.041622865715	335.7127074777831	1.0002050089521881	11030.230800098885	5.5816298256891494	0.03559741861967208	-48.61745956195561	380.0189187222119	379.99835589822635	380.00834850108544	379.99610257416475	380.00176581334586	3	1	1	1	2	0.24849544391781173	0.2322372170374606	0.21441576812675242	0.3048515709179751
50000	-1124.927082917427	-978.5106134504163	-146.4164694670108	-978.5106134504163	341.01344804934877	1.0001831366547678	31346.728490715333	13.188564040816958	0.03643451496832078	-48.610218304387836	380.0326797595261	380.03077104015284	380.01995517029684	379.9696389410771	380.03018942265555	1	2	1	3	1	0.24243931732518745	0.22946896372177153	0.2146328681135213	0.3134588508395196
60000	-1123.174470291731	-978.015128721181	-145.15934157055005	-978.015128721181	318.39041591330687	1.0001692758422263	31346.728490715333	5.98609675365811	0.0347844204728429	-48.74353030428761	380.04545276501534	380.0336628074053	380.00431765814034	379.9784708219617	380.00802579371566	1	1	1	4	1	0.25427764878180553	0.1948057647295925	0.21624452806465932	0.33467205842394254
70000	-1124.8380415061747	-979.0967596945926	-145.74128181158218	-979.0967596945926	351.0145070335571	1.0001806112592462	31631.75429969295	8.217049407839404	0.0347844204728429	-48.75320975701175	380.0497388403742	380.01689272168636	380.0415564722398	379.96670884317405	379.99755675043576	2	1	2	2	1	0.26657317998242797	0.19239748105186957	0.1737377490858325	0.3672915898798699
80000	-1135.1576557023882	-984.2487312675003	-150.90892443488795	-984.2487312675003	1874.9216249591007	0.43712163623472067	59905.09572193153	8.988933946919193	0.032899274358513315	-53.853090794790596	380.06520232911174	380.05548578015765	380.0659852080778	379.9723536961217	379.9696489460261	2	3	1	1	1	0.31635483802235775	0.15832424983682927	0.14824526464853044	0.37707564749228245
90000	-1138.9817964848532	-984.5953796652947	-154.3864168195586	-984.5953796652947	3032.312722014123	0.28390193846258116	62843.83797770396	10.977676130425554	0.03238540113318232	-58.877481450436136	380.100152498528	380.0280184591767	380.05600725999375	379.9416729740878	380.01502137634685	1	2	1	3	1	0.3069370608118342	0.15832424983682927	0.18395306480322116	0.3507856245481153
100000	-1127.2268441583253	-978.8123235688766	-148.41452058944867	-978.8123235688766	4143.538602164165	0.08449246990036315	34652.534090570465	7.346543532492615	0.033496848702182565	-63.65264234327752	380.09477567183484	380.0601096245386	380.0772674982237	379.9051195201678	380.0423135893915	3	1	2	1	1	0.3049158407493395	0.18194289902133107	0.17363832299605575	0.3395029372332736
110000	-1122.445595884292	-973.9342187908684	-148.51137709342373	-973.9342187908684	5117.968803737825	0.08146969385753736	34810.94200977901	13.53911507139604	0.03359515915344174	-62.754815028085176	380.15606584952764	380.0410327738467	380.05736804887204	379.8697000141128	380.1048268673798	1	3	2	1	1	0.2679516562151614	0.2195641499211346	0.16565665682088115	0.34682753704282276
120000	-1097.978449978615	-968.8684359031188	-129.1100140754961	-968.8684359031188	922.8810146761623	0.1310568173584492	8768.97705060853	12.214603170539851	0.038690390108141674	-50.54465668695492	380.19450815941315	380.0735323996214	380.1443118384854	379.89727606734095	380.1103083940156	1	1	2	1	3	0.27194700708051023	0.17602790377278732	0.18585406729515272	0.3661710218515497
130000	-1107.8192832283562	-975.8853744491337	-131.93390877922263	-975.8853744491337	1180.546962673998	0.1302492552751666	10610.304969828578	13.825529826584804	0.038690390108141674	-51.961575963540454	380.23739539144015	380.08129223012594	380.1168113776345	379.8668893544419	380.0500803021899	2	1	1	2	2	0.2980222120669027	0.17602790377278732	0.18938417258493626	0.3365657115753737
140000	-1095.4406774643646	-969.9025189018854	-125.53815856247923	-969.9025189018854	1483.2090390800104	0.10129496802861254	4993.6337034210455	9.574733911606844	0.03801704072447898	-51.974293302978424	380.2504707841581	379.9428529392307	380.19586846060525	379.8643024232325	380.0732630033973	1	4	1	1	1	0.30642696741810826	0.17926759832104064	0.1915260322758089	0.32277940198504224
150000	-1098.5532826538215	-971.8682482252224	-126.68503442859915	-971.8682482252224	1235.6426333986108	0.10059373440584272	6833.056447153251	5.75496679608545	0.04010325159224929	-52.132412059387974	380.32650230130383	379.99458490876964	380.3339558288085	379.78301500923067	380.0310530495949	1	3	1	1	2	0.2860029140229982	0.17926759832104064	0.18564256274930188	0.34908692490665927
160000	-1088.9507289920048	-971.5240705362081	-117.42665845579675	-971.5240705362081	450.9318182176861	0.10013556883153168	2501.1509146574263	3.6139316052859987	0.043358967443141896	-49.22822155350855	380.2830519328646	380.00903166662977	380.376517923587	379.7461752951228	380.08124927118746	1	2	3	1	1	0.2860029140229982	0.17313501978990722	0.1867024071377733	0.35415965904932123
170000	-1089.7292502094786	-973.0380959818301	-116.69115422764834	-973.0380959818301	483.39953930956483	0.10089487837207403	2215.3512854053843	3.458918342712948	0.043358967443141896	-49.15724076378484	380.3180248531622	379.9107841879359	380.3752108757819	379.700842290029	380.06749440747035	1	2	3	1	1	0.27145589531882675	0.19661116579228455	0.18810894622616983	0.34382399266271885
180000	-1098.530940094972	-981.4630208857176	-117.0679192092545	-981.4630208857176	380.09936863107214	0.10159133206960631	2215.3512854053843	5.628243707233212	0.047965411660038926	-48.86109797422954	380.4124940641332	379.9383740808061	380.4436162479251	379.61524714135237	379.92098198314113	1	1	2	2	2	0.2991032253449248	0.15868850636126686	0.15833785084336846	0.3838704174504398
190000	-1086.7209547665052	-970.8584046143399	-115.86255015216537	-970.8584046143399	292.0393014573656	0.1020465803742047	1506.617280782043	11.547012251634298	0.05148645469172267	-48.40639349508237	380.48372454390153	379.7600596344445	380.4445792483593	379.51180054827444	379.83861379560466	1	3	2	1	1	0.296849495349796	0.19534809594099262	0.16606056041151815	0.34174184829769316
